first_name,last_name,product_name,product_type,sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel
ATLANTE,Pilkington,Secure Personal Loan,Personal Loan,2908,330,1412,Secure Personal Loan Personal Loan Complaint,2021-05-01 00:00:00.000,2021-05-01 00:00:00.000,Complaint,Net Banking
WES,Slocom,Individual Personal Accident Plan,health insurance,265,983,4222,Individual Personal Accident Plan health insurance Product Support,2021-04-30 00:00:00.000,2021-05-02 00:00:00.000,Product Support,Net Banking
CAL,Cullon,Ergo Home Insurance,home insurance,1416,572,2051,Ergo Home Insurance home insurance Complaint,2021-04-27 00:00:00.000,2021-04-27 00:00:00.000,Complaint,Branch
ASHIA,McGillreich,Private Car Insurance,motor insurance,2174,459,4273,Private Car Insurance motor insurance Complaint,2021-04-26 00:00:00.000,2021-04-26 00:00:00.000,Complaint,Phone Banking
WYATT,Gingedale,Individual Personal Accident Plan,health insurance,2736,971,2061,Individual Personal Accident Plan health insurance Product Support,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Product Support,Branch
WYATT,Gingedale,Individual Personal Accident Plan,health insurance,2613,971,2061,Individual Personal Accident Plan health insurance Enquiry,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Enquiry,Branch
WYATT,Gingedale,Individual Personal Accident Plan,health insurance,625,971,2061,Individual Personal Accident Plan health insurance Complaint,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Complaint,Net Banking
WYATT,Gingedale,National Home Loan,home loan,2037,971,4342,National Home Loan home loan Complaint,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Complaint,Branch
WYATT,Gingedale,National Home Loan,home loan,918,971,4342,National Home Loan home loan Product Support,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Product Support,Branch
WYATT,Gingedale,Secure Personal Loan,Personal Loan,234,971,3567,Secure Personal Loan Personal Loan Product Support,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Product Support,Branch
WYATT,Gingedale,Private Car Insurance,motor insurance,1296,971,1141,Private Car Insurance motor insurance Product Support,2021-04-25 00:00:00.000,2021-04-27 00:00:00.000,Product Support,Branch
FOSS,Blaydon,National Life Cancer Care,life insurance,2060,483,4004,National Life Cancer Care life insurance Enquiry,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Enquiry,Phone Banking
FOSS,Blaydon,SavingsMax Account,savings account,2833,483,739,SavingsMax Account savings account Complaint,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Complaint,Net Banking
FOSS,Blaydon,SavingsMax Account,savings account,968,483,739,SavingsMax Account savings account Product Support,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Product Support,Phone Banking
FOSS,Blaydon,SavingsMax Account,savings account,475,483,739,SavingsMax Account savings account Enquiry,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Enquiry,Net Banking
FOSS,Blaydon,New Car Loan,car loan,2499,483,1507,New Car Loan car loan Product Support,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Product Support,Branch
FOSS,Blaydon,Ergo Home Insurance,home insurance,2049,483,503,Ergo Home Insurance home insurance Product Support,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Product Support,Branch
GIFFER,Hing,Foreign Education Loan,educational loan,1985,236,1772,Foreign Education Loan educational loan Product Support,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Product Support,Phone Banking
GIFFER,Hing,Foreign Education Loan,educational loan,1389,236,1772,Foreign Education Loan educational loan Complaint,2021-04-25 00:00:00.000,2021-04-25 00:00:00.000,Complaint,Branch
FARRIS,Mathissen,SavingsMax Account,savings account,2246,780,2795,SavingsMax Account savings account Complaint,2021-04-24 00:00:00.000,2021-04-25 00:00:00.000,Complaint,Phone Banking
FARRIS,Mathissen,SavingsMax Account,savings account,1160,780,2795,SavingsMax Account savings account Product Support,2021-04-24 00:00:00.000,2021-04-25 00:00:00.000,Product Support,Phone Banking
FARRIS,Mathissen,SavingsMax Account,savings account,226,780,2795,SavingsMax Account savings account Enquiry,2021-04-24 00:00:00.000,2021-04-25 00:00:00.000,Enquiry,Net Banking
ANA,Cossington,Secure Personal Loan,Personal Loan,1141,530,28,Secure Personal Loan Personal Loan Complaint,2021-04-22 00:00:00.000,2021-04-22 00:00:00.000,Complaint,Net Banking
ROANNA,Bonwell,SavingsMax Account,savings account,1135,817,945,SavingsMax Account savings account Product Support,2021-04-21 00:00:00.000,2021-04-22 00:00:00.000,Product Support,Net Banking
ENGELBERT,Renzo,National Life Cancer Care,life insurance,2092,322,1550,National Life Cancer Care life insurance Product Support,2021-04-21 00:00:00.000,2021-04-21 00:00:00.000,Product Support,Net Banking
ENGELBERT,Renzo,National Life Cancer Care,life insurance,556,322,1550,National Life Cancer Care life insurance Complaint,2021-04-21 00:00:00.000,2021-04-21 00:00:00.000,Complaint,Net Banking
MALLORY,Calbreath,New Car Loan,car loan,2875,309,379,New Car Loan car loan Enquiry,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,Enquiry,Net Banking
TULL,Hardway,National Life Cancer Care,life insurance,1805,492,3733,National Life Cancer Care life insurance Complaint,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,Complaint,Phone Banking
TULL,Hardway,Foreign Education Loan,educational loan,2344,492,2182,Foreign Education Loan educational loan Complaint,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,Complaint,Net Banking
TULL,Hardway,Foreign Education Loan,educational loan,993,492,2182,Foreign Education Loan educational loan Enquiry,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,Enquiry,Branch
HEINRIK,Stopforth,SavingsMax Account,savings account,1527,478,3322,SavingsMax Account savings account Enquiry,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000,Enquiry,Branch
GLENNIS,Ramel,Foreign Education Loan,educational loan,1617,698,360,Foreign Education Loan educational loan Enquiry,2021-04-18 00:00:00.000,2021-04-18 00:00:00.000,Enquiry,Branch
MADELAINE,Cluff,National Home Loan,home loan,2849,766,3103,National Home Loan home loan Product Support,2021-04-18 00:00:00.000,2021-04-19 00:00:00.000,Product Support,Phone Banking
COLENE,Pashba,Individual Personal Accident Plan,health insurance,2126,280,2902,Individual Personal Accident Plan health insurance Complaint,2021-04-17 00:00:00.000,2021-04-17 00:00:00.000,Complaint,Phone Banking
COLENE,Pashba,Individual Personal Accident Plan,health insurance,1660,280,2902,Individual Personal Accident Plan health insurance Product Support,2021-04-17 00:00:00.000,2021-04-17 00:00:00.000,Product Support,Net Banking
COLENE,Pashba,SavingsMax Account,savings account,2285,280,1713,SavingsMax Account savings account Complaint,2021-04-17 00:00:00.000,2021-04-17 00:00:00.000,Complaint,Phone Banking
ROCHESTER,Rhymes,Private Car Insurance,motor insurance,2223,701,2475,Private Car Insurance motor insurance Product Support,2021-04-16 00:00:00.000,2021-04-17 00:00:00.000,Product Support,Branch
GERTRUD,Capeloff,Super Saver Facility,fixed deposit,52,70,2478,Super Saver Facility fixed deposit Complaint,2021-08-19 00:00:00.000,2021-08-19 00:00:00.000,Complaint,Net Banking
TIMOTHY,Glisane,Private Car Insurance,motor insurance,63,616,1107,Private Car Insurance motor insurance Product Support,2021-04-14 00:00:00.000,2021-04-14 00:00:00.000,Product Support,Branch
DALLAS,Howcroft,Regular Fixed Deposit,fixed deposit,1906,80,1478,Regular Fixed Deposit fixed deposit Complaint,2021-02-05 00:00:00.000,2021-02-05 00:00:00.000,Complaint,Net Banking
DALLAS,Howcroft,Regular Fixed Deposit,fixed deposit,1635,80,1478,Regular Fixed Deposit fixed deposit Product Support,2021-02-05 00:00:00.000,2021-02-05 00:00:00.000,Product Support,Branch
MANDY,Ouldcott,Individual Personal Accident Plan,health insurance,1676,920,2266,Individual Personal Accident Plan health insurance Product Support,2021-04-14 00:00:00.000,2021-04-16 00:00:00.000,Product Support,Phone Banking
JACYNTH,Moncaster,Regular Fixed Deposit,fixed deposit,2088,85,3245,Regular Fixed Deposit fixed deposit Complaint,2021-10-16 00:00:00.000,2021-10-16 00:00:00.000,Complaint,Branch
ERNA,Stode,Individual Personal Accident Plan,health insurance,2752,233,1983,Individual Personal Accident Plan health insurance Product Support,2021-04-12 00:00:00.000,2021-04-12 00:00:00.000,Product Support,Net Banking
NANCE,Megarry,Secure Personal Loan,Personal Loan,1407,732,2990,Secure Personal Loan Personal Loan Enquiry,2021-04-11 00:00:00.000,2021-04-12 00:00:00.000,Enquiry,Branch
JERRY,Danell,SavingsMax Account,savings account,2857,706,4739,SavingsMax Account savings account Complaint,2021-04-10 00:00:00.000,2021-04-11 00:00:00.000,Complaint,Net Banking
JERRY,Danell,SavingsMax Account,savings account,1932,706,4739,SavingsMax Account savings account Product Support,2021-04-10 00:00:00.000,2021-04-11 00:00:00.000,Product Support,Branch
JERRY,Danell,SavingsMax Account,savings account,140,706,4739,SavingsMax Account savings account Enquiry,2021-04-10 00:00:00.000,2021-04-11 00:00:00.000,Enquiry,Phone Banking
RICKY,Illyes,Super Saver Facility,fixed deposit,2407,86,3080,Super Saver Facility fixed deposit Complaint,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000,Complaint,Net Banking
RICKY,Illyes,Super Saver Facility,fixed deposit,36,86,3080,Super Saver Facility fixed deposit Product Support,2021-02-24 00:00:00.000,2021-02-24 00:00:00.000,Product Support,Branch
AERIELL,Brunning,Sweep In Facility,fixed deposit,1054,87,4382,Sweep In Facility fixed deposit Complaint,2021-02-17 00:00:00.000,2021-02-17 00:00:00.000,Complaint,Net Banking
MERRICK,Enderlein,Private Car Insurance,motor insurance,2130,36,1546,Private Car Insurance motor insurance Enquiry,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000,Enquiry,Branch
SAL,Renneke,Ergo Home Insurance,home insurance,653,394,592,Ergo Home Insurance home insurance Product Support,2021-04-07 00:00:00.000,2021-04-07 00:00:00.000,Product Support,Phone Banking
IVE,Goldfinch,SavingsMax Account,savings account,867,821,4836,SavingsMax Account savings account Complaint,2021-04-07 00:00:00.000,2021-04-08 00:00:00.000,Complaint,Branch
FLEM,Longfoot,New Car Loan,car loan,1795,840,3985,New Car Loan car loan Enquiry,2021-04-06 00:00:00.000,2021-04-07 00:00:00.000,Enquiry,Net Banking
TRUMAN,Gerardot,Ergo Home Insurance,home insurance,232,385,600,Ergo Home Insurance home insurance Product Support,2021-04-06 00:00:00.000,2021-04-06 00:00:00.000,Product Support,Net Banking
SHAWN,Heckle,Individual Personal Accident Plan,health insurance,1669,986,611,Individual Personal Accident Plan health insurance Complaint,2021-04-06 00:00:00.000,2021-04-08 00:00:00.000,Complaint,Net Banking
